,단어,빈도
18762,추정했다,1
18763,추정했으나,1
18764,추제다,1
18765,추진,9
18766,추진단,1
18767,추진단에,1
18768,추진단은,1
18769,추진단의,1
18770,추진단장은,2
18771,추진도,1
18772,추진되고,2
18773,추진되는,1
18774,추진되지,1
18775,추진된,1
18776,추진될,1
18777,추진력,2
18778,추진방향을,1
18779,추진에,2
18780,추진위원회,1
18781,추진으로,1
18782,추진체,1
18783,추진체계를,1
18784,추진하겠다고,4
18785,추진하겠다는,1
18786,추진하겠다며,2
18787,추진하고,10
18788,추진하기,1
18789,추진하기로,2
18790,추진하는,9
18791,추진한,1
18792,추진한다,2
18793,추진할,6
18794,추진해나가겠다,1
18795,추진해야,2
18796,추진했다면서,1
18797,추진했던,1
18798,추진했지만,2
18799,추천,8
18800,추천권을,9
18801,추천됐다,1
18802,추천된,3
18803,추천받은,1
18804,추천에,4
18805,추천은,1
18806,추천을,9
18807,추천이,4
18808,추천인사를,1
18809,추천자로서,1
18810,추천하기,1
18811,추천하느냐,2
18812,추천하면서,1
18813,추천하지,1
18814,추천한,17
18815,추천함으로써,1
18816,추천해달라고,1
18817,추천했고,1
18818,추천했다,9
18819,추천했다고,1
18820,추천했다는,1
18821,추천했던,4
18822,추천했었다,1
18823,추천했으나,4
18824,추출해서,1
18825,추측도,1
18826,추측했다,1
18827,추태,1
18828,추후,4
18829,축사를,3
18830,축사에서,1
18831,축산품이나,1
18832,축소,1
18833,축소나,1
18834,축소를,1
18835,축소하거나,1
18836,축소하는,1
18837,축소하자는,1
18838,축으로서,1
18839,축을,2
18840,축이,1
18841,축적돼나간다,1
18842,축적돼서,1
18843,축적되지,1
18844,축적하지,2
18845,축적해놓고,1
18846,축하,4
18847,축하드립니다,1
18848,축하연에서,1
18849,축하인사와,1
18850,축하한다,1
18851,축하행사에서,1
18852,춘천,1
18853,춘천시와,1
18854,춘천시의,1
18855,춘천시장,1
18856,춘천시장직,1
18857,출구가,1
18858,출국하기,1
18859,출근,1
18860,출근길,4
18861,출근길에,12
18862,출근길에서,1
18863,출근길에서는,1
18864,출근하고,1
18865,출근하는,3
18866,출근하다,1
18867,출근하며,2
18868,출근하면서,1
18869,출당,1
18870,출두,1
18871,출렁거리지,1
18872,출력할,2
18873,출마,16
18874,출마가,3
18875,출마과정을,1
18876,출마도,1
18877,출마라고,1
18878,출마를,9
18879,출마만을,1
18880,출마선언문,1
18881,출마설에는,1
18882,출마설을,1
18883,출마에,2
18884,출마자,1
18885,출마하게,1
18886,출마하느냐를,1
18887,출마하는,3
18888,출마하도록,1
18889,출마하지,1
18890,출마한,2
18891,출마할,4
18892,출마할까요,1
18893,출마해서,1
18894,출마했으나,1
18895,출마했을,1
18896,출발,1
18897,출발지와,1
18898,출발한,1
18899,출범,7
18900,출범과,2
18901,출범도,1
18902,출범부터,1
18903,출범시켰지만,1
18904,출범시키겠다라는,1
18905,출범시키기로,1
18906,출범시킨,2
18907,출범식에서,1
18908,출범식을,1
18909,출범에,2
18910,출범은,3
18911,출범을,7
18912,출범이,3
18913,출범하게,1
18914,출범하고,2
18915,출범하기,2
18916,출범하기도,1
18917,출범하는,4
18918,출범하죠,1
18919,출범하지,1
18920,출범한,6
18921,출범한다,1
18922,출범한지,1
18923,출범할,11
18924,출범했기,1
18925,출범했는데요,1
18926,출범했습니다,2
18927,출사표를,2
18928,출산한,1
18929,출생,2
18930,출생했고,1
18931,출석,1
18932,출석한,2
18933,출신,26
18934,출신들,1
18935,출신들도,1
18936,출신들로,1
18937,출신들이,1
18938,출신으로,5
18939,출신으로서,1
18940,출신으로서의,1
18941,출신은,1
18942,출신을,3
18943,출신의,5
18944,출신이,9
18945,출신이고,3
18946,출신이고요,1
18947,출신이냐,4
18948,출신이라는,1
18949,출신이지만,3
18950,출신인,4
18951,출신입니다,1
18952,출연,14
18953,출연한,3
18954,출연해,22
18955,출입기자단에,2
18956,출장,1
18957,출퇴근하는,1
18958,출하,1
18959,출하물량에,1
18960,출현으로,1
18961,충격,1
18962,충고를,2
18963,충남,2
18964,충남대,2
18965,충남대에서,1
18966,충남도,1
18967,충돌,1
18968,충돌되는,1
18969,충돌된다는,1
18970,충돌로,2
18971,충돌의,2
18972,충돌이,1
18973,충돌하고,3
18974,충돌하는,2
18975,충돌하면서,1
18976,충돌할,6
18977,충돌했다,3
18978,충돌했다는,1
18979,충돌했던,1
18980,충북대학교,1
18981,충북도청,1
18982,충분하게,1
18983,충분하기,1
18984,충분한,5
18985,충분히,10
18986,충성,1
18987,충실하게,1
18988,충실하겠다는,1
18989,충실한,1
18990,충실히,2
18991,충정로,1
18992,충족하지,1
18993,충족해도,1
18994,충청권에서,1
18995,충청권의,1
18996,충청권이,1
18997,취급해,1
18998,취소,3
18999,취소가,1
19000,취소를,1
19001,취소에,1
19002,취소와,1
19003,취소하겠다고,2
19004,취소하고,1
19005,취소하는,1
19006,취수시설을,1
19007,취약계층에,1
19008,취업,1
19009,취업활동에,1
19010,취임,51
19011,취임과,1
19012,취임기념,2
19013,취임도,1
19014,취임사에,1
19015,취임사에서,1
19016,취임식날,1
19017,취임식에,2
19018,취임식할,1
19019,취임한,6
19020,취임했으니까,1
19021,취재과정에서,1
19022,취재됐다고,2
19023,취재원,1
19024,취재진,4
19025,취재진과,5
19026,취재진들의,1
19027,취재진에,1
19028,취재진의,3
19029,취재진이,1
19030,취재하면서,1
19031,취재한,1
19032,취지다,3
19033,취지도,1
19034,취지로,6
19035,취지를,4
19036,취지에,4
19037,취지에서,2
19038,취지였다라고,1
19039,취지의,16
19040,취지입니다,1
19041,취하고,1
19042,취하는,1
19043,취하한다는,1
19044,취하할,3
19045,취할,3
19046,취합한,1
19047,취해서,1
19048,취해야,2
19049,측간,1
19050,측과,2
19051,측근,4
19052,측근을,1
19053,측근이고,1
19054,측근이라고,1
19055,측도,1
19056,측면도,2
19057,측면에,1
19058,측면에서,8
19059,측면에서의,1
19060,측면을,1
19061,측면이,6
19062,측에,7
19063,측에도,1
19064,측에서,5
19065,측에서는,7
19066,측으로부터,1
19067,측은,13
19068,측의,4
19069,측이,3
19070,측이고,1
19071,측이라고,1
19072,측정값,1
19073,측정되지,1
19074,측정하지,1
19075,측정한,1
19076,층,2
19077,층의,2
19078,치,1
19079,치가,1
19080,치고,1
19081,치고받고,1
19082,치기,2
19083,치는,2
19084,치닫은,1
19085,치도,3
19086,치러진,1
19087,치러진다면,1
19088,치러질,1
19089,치료,4
19090,치료에,1
19091,치료하고,1
19092,치르고,1
19093,치르는,1
19094,치르다,1
19095,치르면서,1
19096,치른다면,1
19097,치면서,1
19098,치명적일,1
19099,치밀한,1
19100,치받을,1
19101,치부하기엔,1
19102,치솟으면서,1
19103,치안,2
19104,치안본부로,1
19105,치안본부를,2
19106,치안을,1
19107,치안정감,3
19108,치안정감은,1
19109,치열하게,1
19110,치열한,2
19111,치열해졌습니다,1
19112,치열해지겠지만,1
19113,치열해질,1
19114,치하한,1
19115,친구라며,1
19116,친구인,1
19117,친구입니다,2
19118,친근감과,1
19119,친근한,1
19120,친낙,1
19121,친다,1
19122,친러,1
19123,친러시아,2
19124,친명,8
19125,친명계,4
19126,친명계가,1
19127,친명계에,1
19128,친명계에서는,2
19129,친명계와,2
19130,친명계인,1
19131,친명과,2
19132,친명그룹,1
19133,친명의,1
19134,친목,2
19135,친목도,1
19136,친목을,1
19137,친목이,1
19138,친문,11
19139,친문계,2
19140,친문계에서는,1
19141,친문과,1
19142,친문이,1
19143,친문인데,1
19144,친문재인,3
19145,친문재인계,1
19146,친문친명,1
19147,친박,3
19148,친박근혜,1
19149,친박이,3
19150,친분을,3
19151,친서를,1
19152,친소관계,1
19153,친수,1
19154,친숙함,1
19155,친유,1
19156,친윤,23
19157,친윤계,9
19158,친윤계가,1
19159,친윤계는,1
19160,친윤계들하고,1
19161,친윤계로,1
19162,친윤계를,2
19163,친윤계에서는,2
19164,친윤계와,1
19165,친윤계와의,1
19166,친윤계의,3
19167,친윤계하고,3
19168,친윤그룹과,1
19169,친윤그룹의,1
19170,친윤석열,7
19171,친윤석열계,1
19172,친윤에,1
19173,친윤이,2
19174,친윤이랑,1
19175,친윤핵관,1
19176,친이,5
19177,친이명계인,1
19178,친이명박,1
19179,친이재명,2
19180,친이재명계,3
19181,친이재명계에서는,1
19182,친이재명계인,1
19183,친인척,2
19184,친절하게,1
19185,친정,2
19186,친척이,5
19187,친환경,2
19188,침공은,2
19189,침공을,1
19190,침묵,2
19191,침묵하다가,1
19192,침묵하면서,1
19193,침해하는,1
19194,카더라,3
19195,카드,1
19196,카드가,1
19197,카드로,2
19198,카드를,4
19199,카드입니다,1
19200,카메라,2
19201,카메라가,1
19202,카메라에,2
19203,카자흐스탄,12
19204,카자흐스탄의,6
19205,카카오톡,42
19206,카페의,1
19207,칸,2
19208,칸국제영화제에서,2
19209,칼끝이,1
19210,캐릭터상,1
19211,캠프,3
19212,캠프는,1
19213,캡쳐,1
19214,커,1
19215,커다란,4
19216,커뮤니티,1
19217,커뮤니티에서,1
19218,커서,1
19219,커져,1
19220,커져요,1
19221,커졌고요,1
19222,커졌다는,1
19223,커졌어요,1
19224,커지고,9
19225,커지는,2
19226,커진,3
19227,커진다면,1
19228,컨벤션,2
19229,컨테이너,1
19230,컨테이너와,1
19231,컨트롤,1
19232,컷오프된다,1
19233,컸는데,1
19234,컸다,1
19235,컸다고,1
19236,컸었다,1
19237,켜지거나,1
19238,켜질,1
19239,코,1
19240,코끼리는,1
19241,코로나,49
19242,코로나가,3
19243,코로나바이러스,2
19244,코로나에,6
19245,코로나와,3
19246,코로나조차,1
19247,코리아,23
19248,코리안리빌딩에서,1
19249,코멘트,1
19250,코멘트해,1
19251,코미디,1
19252,코미디가,1
19253,코바나,4
19254,코바나컨텐츠,10
19255,코바나컨텐츠에,2
19256,코바나컨텐츠와,1
19257,코비드,3
19258,코비드는,1
19259,코비드를,1
19260,코빗,1
19261,코인원,1
19262,콘서트,2
19263,콘크리트,1
19264,콘텐츠가,1
19265,콘트롤,1
19266,쿼드,1
19267,크거든요,2
19268,크게,21
19269,크겠군요,1
19270,크고,3
19271,크다,1
19272,크다고,2
19273,크다는,1
19274,크다라고,1
19275,크다며,1
19276,크리티컬,1
19277,큰가,1
19278,큰딸,1
19279,큰일납니다,1
19280,큰일이,1
19281,클,1
19282,클러스터,1
19283,클리닉,1
19284,큽니다,1
19285,키를,1
19286,키우고,1
19287,키우는,5
19288,키우도록,1
19289,키워야,2
19290,키워야만,1
19291,키워온,1
19292,타,1
19293,타격뿐만이,1
19294,타격은,1
19295,타격이,2
19296,타격이다,1
19297,타결,2
19298,타결돼,1
19299,타결됐다,1
19300,타결됐다는,1
19301,타결에,2
19302,타결지었다,1
19303,타고,6
19304,타는,1
19305,타당성,1
19306,타당성을,1
19307,타령하다가,1
19308,타워도,1
19309,타워에,1
19310,타의,1
19311,타이밍도,1
19312,타이밍이,2
19313,타파하기,1
19314,타파하면서,1
19315,탄,1
19316,탄도,3
19317,탄도미사일,20
19318,탄도미사일과,2
19319,탄도미사일로,3
19320,탄도미사일에,1
19321,탄도미사일을,3
19322,탄도미사일의,1
19323,탄도미사일이,1
19324,탄생,1
19325,탄생시킨,1
19326,탄생이,1
19327,탄생할,2
19328,탄생했습니다,2
19329,탄소흡수원,1
19330,탄압이라고,1
19331,탄원이,1
19332,탄착,1
19333,탄핵,1
19334,탄핵과,1
19335,탄핵소추안을,1
19336,탄핵을,1
19337,탄핵의,1
19338,탈권위,2
19339,탈권위를,2
19340,탈권위적이고,2
19341,탈당,2
19342,탈당의,1
19343,탈모약,3
19344,탈바꿈할지,1
19345,탈북민,2
19346,탈북민들도,1
19347,탈북민들의,1
19348,탈북민들이,1
19349,탈북민을,1
19350,탈북자가,1
19351,탈원전,7
19352,탈원전정책을,2
19353,탈을,2
19354,탈취됐을,1
19355,탐낼,1
19356,탐지,10
19357,탐지된,2
19358,탐지한,1
19359,탑승을,1
19360,탑승한,1
19361,탑승할,1
19362,탑승했던,1
19363,탑재가,1
19364,탓,4
19365,탓에,4
19366,탓으로,3
19367,탓은,1
19368,탓이,1
19369,탓이었다,2
19370,탓할,1
19371,탔다,1
19372,탔다가,1
19373,태도,1
19374,태도는,1
19375,태도를,2
19376,태만,1
19377,태산,1
19378,태세,1
19379,태세를,4
19380,태아에게,2
19381,태아의,2
19382,태어난,2
19383,태어났다면,1
19384,태운,1
19385,태평양,4
19386,태평양에,2
19387,태평양의,2
19388,태풍,1
19389,태풍으로,1
19390,택배사업,1
19391,택배요금도,1
19392,택시,1
19393,터뜨렸다는,1
19394,터미널에서,1
19395,터지면,1
19396,터질,2
19397,텃밭,1
19398,테고요,1
19399,테니까,3
19400,테니까요,1
19401,테두리,3
19402,테라,1
19403,테스크포스팀을,1
19404,테이블,2
19405,테이블마저,1
19406,테이프,3
19407,테크노파크,1
19408,텍스트는,10
19409,텐데,12
19410,텐데요,2
19411,토,1
19412,토대로,6
19413,토로했다,4
19414,토론,3
19415,토론도,1
19416,토론을,4
19417,토론회,1
19418,토론회가,2
19419,토론회까지,1
19420,토론회를,1
19421,토론회에서,5
19422,토론회에서도,2
19423,토비아스,1
19424,토요일이,1
19425,토의하는,6
19426,토지에,1
19427,토착왜구로,1
19428,톤,2
19429,통,1
19430,통계가,1
19431,통과,1
19432,통과로,1
19433,통과시켜야,1
19434,통과시킬,1
19435,통과와,1
19436,통과하는,1
19437,통로가,2
19438,통보,1
19439,통보를,2
19440,통보하면서,1
19441,통보했지만,1
19442,통상,17
19443,통상적으로는,1
19444,통수권자인,1
19445,통신원,6
19446,통신은,1
19447,통신이,1
19448,통씩,1
19449,통은,1
19450,통을,1
19451,통일된다,1
19452,통일부,6
19453,통일부는,3
19454,통일부도,1
19455,통일비서관,15
19456,통일애국,1
19457,통일의학센터소장,1
19458,통일전략센터장,1
19459,통일전선부장으로,1
19460,통제,6
19461,통제가,1
19462,통제권을,1
19463,통제돼,1
19464,통제를,5
19465,통제법,1
19466,통제뿐만,1
19467,통제하겠다,1
19468,통제했을,1
19469,통치를,1
19470,통한,10
19471,통할,2
19472,통합과,1
19473,통합보다는,1
19474,통합에,1
19475,통합을,1
19476,통합의,6
19477,통합적,1
19478,통합하는,3
19479,통합하려고,1
19480,통해서,34
19481,통화,6
19482,통화는,1
19483,통화를,5
19484,통화에서,21
19485,통화요록의,1
19486,통화하고,1
19487,통화하는,1
19488,통화해,1
19489,통화했고요,1
19490,퇴색되는,1
19491,퇴임,6
19492,퇴임하고,1
19493,퇴임하더니,1
19494,퇴직,2
19495,퇴진,1
19496,투,2
19497,투기,3
19498,투명하게,1
19499,투명하고,1
19500,투명한,4
19501,투영시키겠다,2
19502,투입,1
19503,투입됐다,1
19504,투입되기로,1
19505,투입되는,1
19506,투자,3
19507,투자를,2
19508,투자와,1
19509,투자유치,3
19510,투자인지도,1
19511,투자자,3
19512,투자자들,1
19513,투자자를,1
19514,투자주의,1
19515,투자하는,4
19516,투쟁,8
19517,투쟁원칙,2
19518,투쟁원칙을,3
19519,투쟁의,1
19520,투쟁이었습니다,1
19521,투쟁하고,1
19522,투표,2
19523,투표를,1
19524,투표소에서,1
19525,투표율이,2
19526,투표율이라는,1
19527,투표장으로,1
19528,투표함으로,1
19529,툭툭,1
19530,튀겨진다는,1
19531,튀어나온,1
19532,튀어나왔던,1
19533,튄,1
19534,트라우마가,1
19535,트랙으로,2
19536,트럼프,2
19537,트리비아,1
19538,트위터,1
19539,트윈데믹,1
19540,트집,2
19541,트집을,2
19542,특강을,1
19543,특검,3
19544,특검보가,1
19545,특검은,1
19546,특검의,1
19547,특검이,2
19548,특검팀은,1
19549,특급경보를,1
19550,특기사항,1
19551,특단의,1
19552,특례를,1
19553,특별감찰반원이었던,1
19554,특별검사,2
19555,특별검사와,2
19556,특별검사팀,2
19557,특별검사팀이,2
19558,특별법,2
19559,특별법을,7
19560,특별보고관,1
19561,특별비행,2
19562,특별사면론에,1
19563,특별사면해줘야,1
19564,특별조사국,2
19565,특보인,1
19566,특사,3
19567,특사는,2
19568,특사단,3
19569,특사단과,2
19570,특사단으로,2
19571,특사단은,1
19572,특사단의,3
19573,특사로,6
19574,특사로부터,1
19575,특사로서,1
19576,특사와,2
19577,특사와의,1
19578,특수,1
19579,특수성을,2
19580,특임교수,9
19581,특임대사,1
19582,특전사령관만,1
19583,특정,8
19584,특정인에게,1
19585,특정인을,2
19586,특정인의,2
19587,특종에,1
19588,특징,2
19589,특징으로,1
19590,특파원,3
19591,특파원들과,1
19592,특혜,1
19593,특화,1
19594,특히나,8
19595,틀리다라고,1
19596,틀린,1
19597,틀림이,1
19598,틀어진,1
19599,틀을,1
19600,티셔츠와,1
19601,틱,1
19602,팀에서,1
19603,팀으로,1
19604,팀으로서,1
19605,팀장은,1
19606,팀장을,1
19607,파격적인,1
19608,파견됐던,1
19609,파견받기로,1
19610,파견이,1
19611,파견해,2
19612,파괴,1
19613,파괴의,1
19614,파괴하는,2
19615,파급력이,1
19616,파기라는,1
19617,파기를,1
19618,파기하고,1
19619,파기할,1
19620,파기환송되더라도,1
19621,파도는,1
19622,파란,3
19623,파렴치하다,1
19624,파렴치한,1
19625,파리를,1
19626,파면됐다,1
19627,파면됐다가,1
19628,파면처분,1
19629,파소에,1
19630,파악됐다,1
19631,파악됐다고,1
19632,파악되고,1
19633,파악되어,1
19634,파악된다,1
19635,파악하고,1
19636,파악하기는,1
19637,파악한,2
19638,파업,11
19639,파업과,2
19640,파업부터,1
19641,파업에,4
19642,파업은,1
19643,파업을,5
19644,파업의,3
19645,파업이,6
19646,파이낸셜뉴스,14
19647,파이팅을,1
19648,파일,41
19649,파일도,1
19650,파일에,2
19651,파일을,5
19652,파일이,3
19653,파일이라고,1
19654,파장은,1
19655,파장이,4
19656,파탄,1
19657,파트너,2
19658,파트너로,1
19659,파평,4
19660,파평윤씨,3
19661,판,1
19662,판결,2
19663,판결도,2
19664,판결부산대,1
19665,판결은,1
19666,판결을,4
19667,판결이,1
19668,판결한,1
19669,판결했다,1
19670,판과,1
19671,판단,4
19672,판단과,1
19673,판단까지,1
19674,판단된다,1
19675,판단된다는,1
19676,판단에,2
19677,판단에는,2
19678,판단은,1
19679,판단을,6
19680,판단이,3
19681,판단이냐라는,1
19682,판단하고,1
19683,판단하고요,1
19684,판단하는,3
19685,판단하며,1
19686,판단하지,1
19687,판단한,2
19688,판단한다는,1
19689,판단할,2
19690,판단해서,1
19691,판단해야,1
19692,판단했기,1
19693,판단했다,2
19694,판단했다며,1
19695,판매,1
19696,판문점,1
19697,판문점선언과,1
19698,판을,1
19699,판이다,2
19700,판인데,1
19701,판정은,1
19702,판정을,4
19703,팔고,1
19704,팔아서,1
19705,팔아야,1
19706,팔짱을,1
19707,팝콘,2
19708,팝콘을,5
19709,패기,1
19710,패널들한테,1
19711,패널이기는,1
19712,패배,11
19713,패배가,1
19714,패배로,3
19715,패배를,3
19716,패배에,9
19717,패배에도,1
19718,패배의,2
19719,패배하고도,1
19720,패배하자마자,1
19721,패배한,6
19722,패배한다고,1
19723,패배해,1
19724,패배했다,1
19725,패배했다는,1
19726,패배했을,1
19727,패싱,2
19728,패싱방지법이라고,1
19729,패싱한,1
19730,패인도,1
19731,패인을,1
19732,패턴인데,1
19733,패한,3
19734,팩스,2
19735,팩스가,1
19736,팩스로,2
19737,팩트,1
19738,팩트가,1
19739,팩트로,1
19740,팬,1
19741,팬덤,16
19742,팬덤과,1
19743,팬덤도,4
19744,팬덤은,5
19745,팬덤을,2
19746,팬덤의,1
19747,팬덤이,2
19748,팬덤이겠죠,1
19749,팬덤이라고,1
19750,팬덤이죠,1
19751,팬덤입니다,1
19752,팬덤정치,3
19753,팬덤정치가,1
19754,팬덤정치를,1
19755,팬덤정치에,1
19756,팬덤정치의,2
19757,팬데믹,1
19758,팬데믹으로,6
19759,팬들로,1
19760,팬이,1
19761,팬카페,7
19762,팬카페는,1
19763,팬카페를,2
19764,팬카페에,1
19765,팬카페에서,3
19766,팬클럽,8
19767,팬클럽과,1
19768,팬클럽에,1
19769,팬클럽에서,2
19770,팬클럽은,2
19771,팬클럽을,3
19772,팬클럽이,1
19773,팬클럽이나,1
19774,팽팽하다,1
19775,팽팽합니다,1
19776,퍼뜨려서라도,1
19777,퍼졌고,1
19778,퍼졌다,3
19779,퍼졌을,1
19780,퍼지고,3
19781,퍼지는,1
19782,퍼진,1
19783,퍼트리고,1
19784,펄리스,1
19785,페북에,2
19786,페이스북,9
19787,페이스북에,33
19788,페이스북에서,6
19789,페이스북으로,2
19790,페이스북을,13
19791,펴는,1
19792,편가르기를,1
19793,편법,1
19794,편성,1
19795,편성권,1
19796,편성권까지,2
19797,편성권을,1
19798,편성에,2
19799,편성지침,1
19800,편성해,1
19801,편승하지,1
19802,편에서,1
19803,편으로,1
19804,편을,6
19805,편이,3
19806,편이기,1
19807,편이지만,1
19808,편인,1
19809,편중,2
19810,편중과,1
19811,편중되어,1
19812,편중인사,1
19813,편중인사가,1
19814,편중인사는,1
19815,편집,1
19816,편한,2
19817,편향됐다는,1
19818,편향적,1
19819,펼쳐지면서,1
19820,펼쳐질,1
19821,펼쳤었는데,1
19822,펼치겠다,1
19823,펼치는,1
19824,펼치시길,1
19825,펼칠,1
19826,폄하하고,1
19827,평가,5
19828,평가가,10
19829,평가기준은,1
19830,평가는,1
19831,평가다,1
19832,평가단에서는,1
19833,평가단이,1
19834,평가단장을,1
19835,평가도,2
19836,평가된다,1
19837,평가들과,1
19838,평가들이,1
19839,평가랑,1
19840,평가를,12
19841,평가받고,1
19842,평가받을,1
19843,평가에,4
19844,평가와,3
19845,평가위원회,1
19846,평가작업을,1
19847,평가하거나,1
19848,평가하고,2
19849,평가하느냐에,1
19850,평가하십니까,2
19851,평가한,1
19852,평가할,4
19853,평가합니다,3
19854,평가해,4
19855,평가해야,1
19856,평가해요,1
19857,평가했다,3
19858,평가했습니다,2
19859,평결이,1
19860,평균,4
19861,평균값은,1
19862,평년의,1
19863,평당원들에게,1
19864,평당원들이,1
19865,평론가,5
19866,평론가가,1
19867,평론가께서,1
19868,평론가는,2
19869,평론가님,1
19870,평론가님은,2
19871,평론가에게,1
19872,평범한,1
19873,평산마을,6
19874,평산마을을,7
19875,평생교육문제,1
19876,평생대학원,1
19877,평소,11
19878,평시와,1
19879,평시의,4
19880,평안남도,2
19881,평안북도,1
19882,평안북도로,1
19883,평양,13
19884,평양공동선언까지,1
19885,평양에,1
19886,평양의,1
19887,평온을,1
19888,평택을,1
19889,평행선인데요,1
19890,평화,1
19891,평화로운,1
19892,평화롭고,1
19893,평화를,3
19894,평화와,5
19895,평화적,2
19896,평화적인,1
19897,폐교활용문제,1
19898,폐기되거나,1
19899,폐기를,5
19900,폐기물,1
19901,폐기하는,1
19902,폐기하자,1
19903,폐기하자고,1
19904,폐기할,1
19905,폐기해야,11
19906,폐쇄,1
19907,폐쇄적인,1
19908,폐쇄한,1
19909,폐지,5
19910,폐지되면서,1
19911,폐지를,1
19912,폐지에,1
19913,폐지의,1
19914,폐지하면,1
19915,폐지하자는,1
19916,폐지한,2
19917,폐지해야,1
19918,폐해,1
19919,폐해가,2
19920,폐해를,2
19921,포격에,1
19922,포괄적으로,1
19923,포괄적이어야,2
19924,포괄적인,1
19925,포기하고,1
19926,포기하라는,1
19927,포기하지,1
19928,포기할,1
19929,포기했다며,1
19930,포럼,7
19931,포럼에는,6
19932,포문을,2
19933,포병,1
19934,포석이,1
19935,포석임을,1
19936,포스트,1
19937,포스트에,1
19938,포용적인,1
19939,포용하고,1
19940,포인트가,1
19941,포인트다,1
19942,포진이,1
19943,포진해,1
19944,포착,4
19945,포착돼,5
19946,포착됐다,2
19947,포착된,3
19948,포착될,1
19949,포착으로부터,3
19950,포착하자,1
19951,포착한,2
19952,포착했다,15
19953,포착했다고,2
19954,포착했다며,1
19955,포커스를,1
19956,포털,1
19957,포털을,1
19958,포함,3
19959,포함돼,2
19960,포함됐다며,1
19961,포함되느냐,1
19962,포함되는,1
19963,포함된,1
19964,포함될지,1
19965,포함될지는,1
19966,포함됨에,1
19967,포함시켜서,1
19968,포함시킨,1
19969,포함을,1
19970,포함한,3
19971,포함할,1
19972,포함해,6
19973,포함해서,4
19974,포항,2
19975,포항과,1
19976,포항시,1
19977,포항영일만항,1
19978,폭,1
19979,폭거입니다,1
19980,폭넓게,1
19981,폭넓은,1
19982,폭등과,1
19983,폭락,1
19984,폭로되어,1
19985,폭로된,1
19986,폭로를,1
19987,폭로의,1
19988,폭로할,1
19989,폭로했다,1
19990,폭언에,1
19991,폭으로,1
19992,폭주했다,3
19993,폭증하고,1
19994,폭탄,1
19995,폭탄까지,1
19996,폭파,2
19997,폭파하기까지,1
19998,표결권을,1
19999,표기할,1
20000,표를,1
20001,표면적으로,1
20002,표면적인,1
20003,표명을,1
20004,표명이나,1
20005,표명하라고,1
20006,표명한다,5
20007,표명할,1
20008,표명해야,1
20009,표명했다,2
20010,표명했습니다,3
20011,표방하는,2
20012,표방하며,1
20013,표본,1
20014,표본오차,1
20015,표본오차는,1
20016,표시다,1
20017,표시한,1
20018,표적,2
20019,표적을,2
20020,표준화된,1
20021,표창원의,3
20022,표창장,3
20023,표출하지,1
20024,표출했던,1
20025,표하고,2
20026,표한,3
20027,표한다,1
20028,표했다,3
20029,표했다고,1
20030,표했으며,1
20031,표현,1
20032,표현까지,2
20033,표현도,1
20034,표현되는,1
20035,표현으로,1
20036,표현은,1
20037,표현을,12
20038,표현의,7
20039,표현이,5
20040,표현이다,2
20041,표현이라고,1
20042,표현일까요,1
20043,표현하고,1
20044,표현하기도,1
20045,표현하냐면,1
20046,표현하는,2
20047,표현하면서,1
20048,표현한,2
20049,표현한다고,1
20050,표현할,1
20051,표현합니다,3
20052,표현했는데,1
20053,표현했더니,1
20054,표현했습니다,1
20055,푸틴,2
20056,푸틴이,1
20057,풀고,1
20058,풀기를,1
20059,풀리기는커녕,1
20060,풀리는데,3
20061,풀면서,3
20062,풀어나갈,3
20063,풀어내라는,1
20064,풀어야,5
20065,풀어야하는,1
20066,풀이된다,5
20067,풀이될,1
20068,풀이됩니다,1
20069,풀이했다,1
20070,품고,1
20071,품목,2
20072,품목으로,1
20073,품목을,1
20074,품었던,1
20075,품을,1
20076,풍계리,4
20077,풍력,1
20078,풍선을,1
20079,풍요로운,1
20080,풍전등화의,1
20081,프랑스,8
20082,프랑스는,3
20083,프랑스의,1
20084,프레스센터에서,1
20085,프레임,3
20086,프레임으로,2
20087,프레임을,6
20088,프레임이,1
20089,프레임적으로,1
20090,프로그래머를,2
20091,프로그래머에게는,1
20092,프로그램,2
20093,프로그램에,1
20094,프로그램에서,1
20095,프로그램에서도,1
20096,프로그램을,1
20097,프로그램이,1
20098,프로젝트,2
20099,플랫폼이고,1
20100,플랫폼이라고,1
20101,플랫폼인,1
20102,플러스,1
20103,피격,5
20104,피격공무원,3
20105,피격사건,1
20106,피격사건과,1
20107,피곤하실,1
20108,피규제자,1
20109,피규제자의,1
20110,피니,3
20111,피력하는,1
20112,피력하면서,1
20113,피력한,1
20114,피로감,1
20115,피로도가,1
20116,피로도를,1
20117,피로하다,1
20118,피부과에,1
20119,피살,3
20120,피살사건,1
20121,피상적으로만,1
20122,피상적인,1
20123,피실,1
20124,피아구분도,1
20125,피의자다,1
20126,피의자로,1
20127,피의자를,1
20128,피하기,3
20129,피할,1
20130,피해,8
20131,피해가,5
20132,피해갈,1
20133,피해는,2
20134,피해를,5
20135,피해야,1
20136,피해에,1
20137,피해자,8
20138,피해자가,1
20139,피해자와,1
20140,피해지원팀,1
20141,피했다,2
20142,피했습니다,1
20143,필두로,1
20144,필수적이라고,1
20145,필수코스로,1
20146,필요,2
20147,필요가,23
20148,필요는,1
20149,필요도,2
