,단어,빈도
4859,대변하는,1
4860,대부분,12
4861,대부분은,1
4862,대북,8
4863,대북관에,1
4864,대북정책,1
4865,대북정책은,2
4866,대북제재,1
4867,대북제재를,1
4868,대비,8
4869,대비태세,1
4870,대비태세를,23
4871,대비하는,1
4872,대비한,1
4873,대비할,2
4874,대비해,1
4875,대사관,2
4876,대사관에서,1
4877,대사관으로서도,1
4878,대사는,4
4879,대사들도,1
4880,대사로,1
4881,대상,1
4882,대상에,1
4883,대상에는,1
4884,대상으로,9
4885,대상으로는,1
4886,대상은,4
4887,대상을,3
4888,대상이,9
4889,대상이다,3
4890,대상이라는,2
4891,대상인,2
4892,대상자들에,1
4893,대상지를,1
4894,대상지역을,1
4895,대선,64
4896,대선가도에서,2
4897,대선과,8
4898,대선에,1
4899,대선에서,6
4900,대선에서는,1
4901,대선을,5
4902,대선의,2
4903,대선이,1
4904,대선이나,1
4905,대선후보,6
4906,대선후보가,1
4907,대선후보였다가,1
4908,대선후보와,1
4909,대선후보의,1
4910,대성공했던,1
4911,대승적,4
4912,대승적인,2
4913,대신하는,1
4914,대신할,1
4915,대신해서,1
4916,대안,4
4917,대안과,1
4918,대안을,5
4919,대에,1
4920,대열에,2
4921,대와,2
4922,대외,3
4923,대외사업부문에서,1
4924,대외선전매체들만,1
4925,대외적으로는,1
4926,대외정책,1
4927,대용단,1
4928,대우나,1
4929,대우를,2
4930,대우해,1
4931,대위가,1
4932,대유행하는,1
4933,대유행했던,1
4934,대응,11
4935,대응과,1
4936,대응기구,1
4937,대응기구를,1
4938,대응도,1
4939,대응방안에,1
4940,대응에,3
4941,대응은,4
4942,대응을,10
4943,대응의,1
4944,대응이,4
4945,대응책을,2
4946,대응체제에,1
4947,대응태세를,1
4948,대응하겠다,2
4949,대응하겠다는,3
4950,대응하기,3
4951,대응하기는했지만,1
4952,대응하는,4
4953,대응하자는,1
4954,대응하지,1
4955,대응한다,2
4956,대응한다는,16
4957,대응할,2
4958,대응해,1
4959,대응했는지를,1
4960,대응했다,1
4961,대응했으나,17
4962,대응했지만,1
4963,대의,1
4964,대의에,1
4965,대의원,3
4966,대의원과,1
4967,대의원은,1
4968,대의원의,1
4969,대의원이,2
4970,대이란,1
4971,대자를,1
4972,대자보가,1
4973,대자인데,1
4974,대장동,6
4975,대장동과,1
4976,대장동을,1
4977,대장동의,1
4978,대장정,1
4979,대적,3
4980,대적사업,1
4981,대적투쟁,4
4982,대적투쟁과,1
4983,대적할,1
4984,대전,5
4985,대전시소,1
4986,대전시장직,1
4987,대전에,1
4988,대전환,1
4989,대접견실에서,3
4990,대중,1
4991,대중성이,1
4992,대중의,1
4993,대중적으로,1
4994,대지,1
4995,대책,4
4996,대책보고,1
4997,대책을,7
4998,대책이,1
4999,대책팀,2
5000,대처,1
5001,대처력을,2
5002,대처를,1
5003,대처하는,1
5004,대처했다는,1
5005,대체,2
5006,대체로,1
5007,대체적으로,2
5008,대체한,1
5009,대충,2
5010,대치,3
5011,대치가,1
5012,대치로,1
5013,대치전선이,1
5014,대치하고,1
5015,대타로서는,1
5016,대타를,1
5017,대통령,266
5018,대통령감,1
5019,대통령감을,1
5020,대통령과,34
5021,대통령과의,2
5022,대통령기록물로,7
5023,대통령까지,5
5024,대통령께,5
5025,대통령께서,10
5026,대통령께서도,2
5027,대통령님,4
5028,대통령님과,2
5029,대통령님께,1
5030,대통령님이,1
5031,대통령도,20
5032,대통령들도,2
5033,대통령령,1
5034,대통령령으로,2
5035,대통령령을,1
5036,대통령마다,1
5037,대통령뿐,1
5038,대통령실,109
5039,대통령실과,8
5040,대통령실도,1
5041,대통령실사진기자단,3
5042,대통령실새이름위원회가,3
5043,대통령실새이름위원회는,8
5044,대통령실에,10
5045,대통령실에도,1
5046,대통령실에서,15
5047,대통령실에서는,4
5048,대통령실에서도,1
5049,대통령실에선,2
5050,대통령실은,64
5051,대통령실을,3
5052,대통령실의,10
5053,대통령실이,6
5054,대통령실이라고,1
5055,대통령실통신사진기자단,1
5056,대통령에,14
5057,대통령에게,20
5058,대통령에겐,1
5059,대통령으로,4
5060,대통령으로서,1
5061,대통령으로서는,2
5062,대통령으로서의,1
5063,대통령은,83
5064,대통령을,23
5065,대통령의,101
5066,대통령이,125
5067,대통령이나,4
5068,대통령이라고,1
5069,대통령이지,6
5070,대통령인지,1
5071,대통령임에도,1
5072,대통령직,3
5073,대통령직을,1
5074,대통령직인수위원회,1
5075,대통령직인수위원회에,1
5076,대통령직인수위원회에서는,1
5077,대통령직인수위원회에서도,2
5078,대통령집무실,2
5079,대통령집무실의,2
5080,대통령하고,2
5081,대통령한테,1
5082,대폭,3
5083,대표,79
5084,대표가,94
5085,대표급이기,1
5086,대표께,1
5087,대표나,3
5088,대표는,69
5089,대표니까,1
5090,대표답게,1
5091,대표도,9
5092,대표라고,1
5093,대표라는,1
5094,대표랑,1
5095,대표로,4
5096,대표로부터,1
5097,대표로서,2
5098,대표를,13
5099,대표성을,1
5100,대표실에서,1
5101,대표에,5
5102,대표에게,6
5103,대표에게도,1
5104,대표였던,2
5105,대표와,30
5106,대표와는,1
5107,대표와의,1
5108,대표의,31
5109,대표이사직에서,1
5110,대표인데,1
5111,대표적으로,3
5112,대표적이고요,1
5113,대표적인,3
5114,대표죠,1
5115,대표직을,3
5116,대표쯤,1
5117,대표하고,2
5118,대표하는,1
5119,대표해,1
5120,대표해서,1
5121,대학,2
5122,대학과,1
5123,대학과도,1
5124,대학교수라고,2
5125,대학들이,1
5126,대학생들,1
5127,대학에서,1
5128,대학원,1
5129,대학원에서는,1
5130,대한민국,7
5131,대한민국에,1
5132,대한민국에서,1
5133,대한민국을,3
5134,대한민국의,4
5135,대한민국이,4
5136,대한민국쯤,1
5137,대한약사회,2
5138,대한주택공사,1
5139,대항마로서는,1
5140,대해서는,53
5141,대해서도,29
5142,대해선,16
5143,대형,1
5144,대화,20
5145,대화가,9
5146,대화내용이다,1
5147,대화는,1
5148,대화시간에,3
5149,대화에,1
5150,대화에서는,1
5151,대화와,3
5152,대화하고,9
5153,대화하는,2
5154,대회를,1
5155,대회의실에서,4
5156,댁에만,1
5157,댓글,1
5158,댓글들이,3
5159,댓글에도,2
5160,댓글을,6
5161,댓글이,3
5162,댔을,1
5163,더는,1
5164,더라,1
5165,더미래,2
5166,더미래연구소장,2
5167,더미래연구소장은,1
5168,더미래연구소장이,1
5169,더민초,3
5170,더불어민주당,84
5171,더불어민주당과,1
5172,더불어민주당도,1
5173,더불어민주당에,1
5174,더불어민주당에게는,1
5175,더불어민주당에서,1
5176,더불어민주당에선,1
5177,더불어민주당은,13
5178,더불어민주당을,3
5179,더불어민주당의,2
5180,더불어민주당이,3
5181,더이상,1
5182,더이상존안자료를,1
5183,더좋은미래,1
5184,더팩트,1
5185,더팩트ㅣ이승우,1
5186,더팩트는,1
5187,더팩트제보,1
5188,더해,1
5189,더해지면서,1
5190,더해진,1
5191,덕담과,1
5192,덕담을,1
5193,덕담조차,1
5194,덕목,1
5195,덕분에,1
5196,던졌다,1
5197,던졌습니다,1
5198,던지시는,1
5199,던지자,1
5200,던진,3
5201,덜,5
5202,덜려는,1
5203,덜어줄,1
5204,덤비라고,1
5205,덥수룩했습니다,1
5206,덧붙여,2
5207,덧붙였다,29
5208,덧붙였습니다,9
5209,덧붙이기도,1
5210,덩어리,3
5211,덮수룩한,1
5212,덮친,1
5213,데가,2
5214,데는,2
5215,데다,5
5216,데다가,2
5217,데도,2
5218,데려가서,2
5219,데리고,2
5220,데미지가,1
5221,데뷔를,1
5222,데서는,3
5223,데시벨이라든지,1
5224,데에는,1
5225,데이터에,2
5226,데이트나,1
5227,데일리안,6
5228,뎅기열,3
5229,도내,2
5230,도널드,2
5231,도네츠크,2
5232,도대체,6
5233,도덕성,3
5234,도덕성에,2
5235,도덕성에서,1
5236,도덕성을,1
5237,도덕성의,1
5238,도덕적,1
5239,도덕적으로,2
5240,도덕적으로나,1
5241,도돌이표,1
5242,도둑,1
5243,도둑에게는,1
5244,도래해서,1
5245,도려내면서까지,1
5246,도려내면서까지라도,1
5247,도려내지,1
5248,도렴동,1
5249,도로가,1
5250,도로명주소에서,3
5251,도를,1
5252,도리어,5
5253,도마에,1
5254,도매유통,1
5255,도민,3
5256,도민들을,1
5257,도민들의,1
5258,도민정부위원,1
5259,도발,13
5260,도발과,1
5261,도발도,1
5262,도발로,2
5263,도발에,5
5264,도발에서,1
5265,도발은,5
5266,도발을,8
5267,도발의,1
5268,도발이,7
5269,도발이다,2
5270,도발이라는,1
5271,도발이란,1
5272,도발이었다,1
5273,도비,1
5274,도비를,1
5275,도색,1
5276,도색하고,1
5277,도서,2
5278,도서관,1
5279,도심,1
5280,도심지역의,1
5281,도약으로,1
5282,도약하기,1
5283,도어,1
5284,도어스테핑,3
5285,도어스테핑을,1
5286,도어스테핑의,1
5287,도에,1
5288,도와,1
5289,도와달라,5
5290,도와주신,1
5291,도와줄,1
5292,도왔던,1
5293,도우며,1
5294,도운,1
5295,도울,1
5296,도움으로,1
5297,도움을,2
5298,도의원은,1
5299,도입,5
5300,도입됐는데요,1
5301,도입된,1
5302,도입된다,1
5303,도입팀,1
5304,도입하겠다는,1
5305,도입하기로,1
5306,도저히,3
5307,도전,2
5308,도전과,2
5309,도전도,1
5310,도전을,1
5311,도전하지만,1
5312,도전했으나,1
5313,도정,3
5314,도정에,1
5315,도정에서,1
5316,도정의,1
5317,도종환,1
5318,도주,1
5319,도주나,1
5320,도주냐증거인멸의,1
5321,도주의,1
5322,도지사,1
5323,도지사직,1
5324,도착하며,1
5325,도착해,2
5326,도착했다,1
5327,도청사,1
5328,도청에서,1
5329,도출돼야,2
5330,도출해내겠다는,1
5331,도쿄,1
5332,도피,2
5333,독감,1
5334,독감과,1
5335,독감까지,1
5336,독감은,1
5337,독감이,1
5338,독극물이,1
5339,독단적,1
5340,독단적인,1
5341,독도문제를,1
5342,독립성,1
5343,독립성과,1
5344,독립성에,1
5345,독립시키면서,1
5346,독립시킨,1
5347,독립을,3
5348,독립적인,2
5349,독립해야,1
5350,독선적이고,1
5351,독식한다면,1
5352,독식해,1
5353,독식했다,1
5354,독이,1
5355,독일,2
5356,독자들과의,1
5357,독자의,1
5358,독자적으로,2
5359,독자적인,1
5360,독자제재에,2
5361,독재를,1
5362,독점하는,1
5363,돈바스,3
5364,돈을,2
5365,돈이,3
5366,돈이나,1
5367,돌,1
5368,돌려드리겠다,1
5369,돌려서,1
5370,돌리고,1
5371,돌리는,6
5372,돌리면서,1
5373,돌리자고,1
5374,돌릴,1
5375,돌며,2
5376,돌발,2
5377,돌변해,1
5378,돌봄,1
5379,돌아,1
5380,돌아가길,1
5381,돌아가는,1
5382,돌아가는데,1
5383,돌아가라고,1
5384,돌아가려면,1
5385,돌아가면서,1
5386,돌아가서,1
5387,돌아가자는,1
5388,돌아갈,1
5389,돌아갈지,2
5390,돌아갈지는,1
5391,돌아갔다,1
5392,돌아갔으며,1
5393,돌아보게,1
5394,돌아보는,1
5395,돌아보면,4
5396,돌아봐야,1
5397,돌아봤을,1
5398,돌아섰던,1
5399,돌아오느냐,1
5400,돌아오는,2
5401,돌아오니,2
5402,돌아오자마자,1
5403,돌아온,2
5404,돌아와,1
5405,돌아왔다가,1
5406,돌아왔을,1
5407,돌연,3
5408,돌이켜보면,1
5409,돌입하지,2
5410,돌입한,1
5411,돌입했고,1
5412,돕겠다,1
5413,돕겠다는,1
5414,돕기,1
5415,돕는,2
5416,돕는다고도,1
5417,동,1
5418,동거설,3
5419,동결,1
5420,동결자금,1
5421,동교동,1
5422,동구,2
5423,동기는,2
5424,동남아시아,3
5425,동네,1
5426,동떨어진,1
5427,동력으로,1
5428,동력은,1
5429,동력을,4
5430,동료,3
5431,동료들의,2
5432,동맹,2
5433,동맹설마저,1
5434,동맹으로서,1
5435,동맹을,4
5436,동맹의,4
5437,동맹한,1
5438,동문이다,1
5439,동물병원,2
5440,동반한,3
5441,동부,3
5442,동부발전,1
5443,동부청사,2
5444,동상,1
5445,동승,1
5446,동시다발적으로,2
5447,동아닷컴,2
5448,동아일보,3
5449,동아일보는,2
5450,동안에,1
5451,동안에도,1
5452,동양대,7
5453,동요를,1
5454,동원됐다,1
5455,동원하고,1
5456,동원해서,1
5457,동의,2
5458,동의가,1
5459,동의나,2
5460,동의를,2
5461,동의하기,5
5462,동의하는,1
5463,동의하면서도,1
5464,동의하십니까,2
5465,동의하지,1
5466,동의할,1
5467,동의해요,1
5468,동일,1
5469,동일한,1
5470,동작구,3
5471,동작을,1
5472,동조하거나,1
5473,동참하지,1
5474,동창리,1
5475,동창원농협조합장,1
5476,동포,1
5477,동해상으로,1
5478,동해안,2
5479,동행,2
5480,동행위원회,1
5481,동행을,1
5482,동행이,1
5483,동행인이,1
5484,동행하고,1
5485,동행하는,2
5486,동행한,5
5487,동행했던,2
5488,동향,3
5489,동향과,1
5490,동향에,1
5491,동향을,2
5492,동향이라든가,1
5493,돼,17
5494,돼도,3
5495,돼라,1
5496,돼라고,1
5497,돼라는,1
5498,돼버렸어요,1
5499,돼서,16
5500,돼선,1
5501,돼야,10
5502,돼요,10
5503,돼있다,1
5504,돼있으니,1
5505,돼있죠,1
5506,됐거든요,2
5507,됐고,5
5508,됐고요,1
5509,됐기,5
5510,됐느냐는,2
5511,됐는데,3
5512,됐는데요,2
5513,됐다,18
5514,됐다고,3
5515,됐다는,4
5516,됐다라고,1
5517,됐다라는,1
5518,됐다면,2
5519,됐다면서요,1
5520,됐던,7
5521,됐든,4
5522,됐습니다,12
5523,됐어요,1
5524,됐었거든요,1
5525,됐었고,1
5526,됐었고요,1
5527,됐었습니다,1
5528,됐었죠,1
5529,됐으니까,1
5530,됐으면,7
5531,됐을,5
5532,됐음에도,1
5533,됐잖아요,1
5534,됐죠,1
5535,됐지,7
5536,됐지만,1
5537,되거나,1
5538,되거든요,7
5539,되게,11
5540,되겠나,1
5541,되겠네요,2
5542,되겠는데,1
5543,되겠다,2
5544,되겠다고,3
5545,되겠습니까,3
5546,되겠어요,1
5547,되겠죠,3
5548,되겠지,1
5549,되겠지만,1
5550,되고,44
5551,되고는,1
5552,되고요,3
5553,되고자,1
5554,되기,6
5555,되기가,1
5556,되기는,2
5557,되기도,3
5558,되나,1
5559,되냐,1
5560,되냐고요,1
5561,되냐면,1
5562,되느냐,10
5563,되느냐에,1
5564,되는가,2
5565,되는데,12
5566,되는지,3
5567,되는지를,1
5568,되니,3
5569,되니까,3
5570,되더라도,1
5571,되돌리고,1
5572,되돌리자는,1
5573,되돌릴,1
5574,되돌아,1
5575,되돌아보면,1
5576,되레,1
5577,되면,34
5578,되면서,2
5579,되묻고,3
5580,되묻기도,1
5581,되물었습니다,1
5582,되살리려면,1
5583,되살아나고,2
5584,되새기는,1
5585,되새김질하는,1
5586,되시겠다고,1
5587,되신다고,1
5588,되어가는,1
5589,되어서,1
5590,되어서야,1
5591,되어야,5
5592,되었고,1
5593,되자마자,3
5594,되죠,7
5595,되지,19
5596,되지도,3
5597,되지만,4
5598,되풀이하지,1
5599,된다고,26
5600,된다는,21
5601,된다니까요,1
5602,된다라고,2
5603,된다라는,2
5604,된다면,14
5605,될까,8
5606,될까요,5
5607,될까요라고,1
5608,될지,7
5609,될지는,1
5610,될지도,1
5611,됩니까,4
5612,됩니다,55
5613,두겠다,2
5614,두고,27
5615,두고는,1
5616,두고도,1
5617,두고볼,1
5618,두는,4
5619,두다,1
5620,두달,1
5621,두둔하는,1
5622,두드러지게,1
5623,두드려,1
5624,두려움이나,1
5625,두려워할,1
5626,두른,1
5627,두면서도,1
5628,두배,1
5629,두분,2
5630,두세,2
5631,두셨으면,1
5632,두어야,1
5633,두어질,1
5634,두지,1
5635,둑이,1
5636,둔,4
5637,둔갑한,1
5638,둔치,1
5639,둘러보고,1
5640,둘러봤다,1
5641,둘러싸고,3
5642,둘러싼,14
5643,둘을,1
5644,둘째,1
5645,둥,1
5646,뒀다,1
5647,뒀습니다,1
5648,뒤늦게,9
5649,뒤따르는,2
5650,뒤떨어진,1
5651,뒤로,2
5652,뒤부터,1
5653,뒤서거니,2
5654,뒤숭숭하지,1
5655,뒤숭숭한,1
5656,뒤안길로,1
5657,뒤에,4
5658,뒤에도,1
5659,뒤에서,2
5660,뒤에야,1
5661,뒤죽박죽이,1
5662,뒤집고,1
5663,뒤집는,1
5664,뒤집어씌우려는,1
5665,뒷,1
5666,뒷말에,1
5667,뒷말이,2
5668,뒷받침받는,1
5669,뒷받침에,1
5670,뒷받침을,3
5671,뒷받침하기,1
5672,뒷받침할,1
5673,뒷수습하는,1
5674,뒷얘기를,1
5675,뒷전으로,4
5676,뒷전이고,1
5677,뒷전이라고,1
5678,뒷전인,1
5679,뒷짐을,1
5680,드는,8
5681,드는가,4
5682,드는데,1
5683,드는데요,2
5684,드라마,4
5685,드라마에서,2
5686,드라이브를,2
5687,드래곤힐스라고,1
5688,드래곤힐이라고,1
5689,드러나,1
5690,드러나며,1
5691,드러난,3
5692,드러났다,1
5693,드러났습니다,1
5694,드러내고,1
5695,드러내는,2
5696,드러내며,2
5697,드러내지,1
5698,드러낸,4
5699,드러낼,1
5700,드러냈다,1
5701,드려야,1
5702,드려요,1
5703,드렸는데,1
5704,드렸다,1
5705,드렸지만,1
5706,드론,2
5707,드론과,4
5708,드론이,1
5709,드리겠습니다,3
5710,드리고,13
5711,드리기로,1
5712,드리면,3
5713,드리자면,2
5714,드리지,1
5715,드린,3
5716,드린다,2
5717,드린다면요,1
5718,드릴,2
5719,드릴게요,1
5720,드립니다,2
5721,득이,3
5722,득표율이,1
5723,득표한,5
5724,든,3
5725,든다,3
5726,든다든지,2
5727,듣겠다,1
5728,듣겠다며,1
5729,듣겠습니다,5
5730,듣고,34
5731,듣기,1
5732,듣는,3
5733,듣는다,5
5734,듣보잡,1
5735,듣지,3
5736,듣지는,2
5737,들거든요,3
5738,들고,12
5739,들고요,3
5740,들기,1
5741,들기는,1
5742,들기도,2
5743,들리고,1
5744,들리실지,1
5745,들면,15
5746,들면서,1
5747,들어,14
5748,들어가,2
5749,들어가겠다는,1
5750,들어가기,1
5751,들어가기도,1
5752,들어가기로,2
5753,들어가느냐,2
5754,들어가는,2
5755,들어가는데,1
5756,들어가도,1
5757,들어가며,2
5758,들어가면,1
5759,들어가면서,1
5760,들어가서,1
5761,들어가야,2
5762,들어가지,2
5763,들어간,6
5764,들어갑니다,1
5765,들어갔고,1
5766,들어갔냐,1
5767,들어갔다는,1
5768,들어갔습니다,1
5769,들어갔지만,1
5770,들어도,2
5771,들어보는,1
5772,들어보니까,1
5773,들어보면,2
5774,들어보셨는데,1
5775,들어보셨지만,1
5776,들어보시겠습니다,3
5777,들어보시죠,1
5778,들어본다,1
5779,들어볼,1
5780,들어볼까요,2
5781,들어볼래,2
5782,들어볼래라는,1
5783,들어봐야,1
5784,들어봤고요,1
5785,들어서,19
5786,들어서고,1
5787,들어서더라도,1
5788,들어서만,1
5789,들어서면,1
5790,들어서부터,1
5791,들어서서,1
5792,들어섰다는,1
5793,들어오게,1
5794,들어오라고,1
5795,들어오면서,1
5796,들어온다면,1
5797,들어와서,1
5798,들어왔네요,1
5799,들어왔는데요,1
5800,들어왔다는,1
5801,들어왔습니다,2
5802,들어요,8
5803,들어있지,2
5804,들어주겠느냐,1
5805,들어주는,1
5806,들어줬다,1
5807,들었는데,2
5808,들었다,3
5809,들었다며,2
5810,들었던,2
5811,들었습니다,2
5812,들었어도,2
5813,들었어요,1
5814,들었을,1
5815,들여,1
5816,들여다보며,1
5817,들여다보면,1
5818,들여다봤겠죠,1
5819,들으며,2
5820,들으면서,2
5821,들으셨습니까,3
5822,들은,4
5823,들을,5
5824,들을망정,1
5825,들자면,2
5826,들지,3
5827,듭니다,15
5828,듯이,2
5829,듯한,4
5830,듯했던,1
5831,등과,4
5832,등과는,1
5833,등도,3
5834,등록과,1
5835,등록된,1
5836,등록할,1
5837,등에게서,1
5838,등에도,1
5839,등에서,6
5840,등원을,1
5841,등으로,15
5842,등은,1
5843,등이,39
5844,등이다,3
5845,등이었다며,1
5846,등입니다,1
5847,등장을,1
5848,등장하는데,1
5849,등장한,3
5850,등장해서,1
5851,등장했는데,1
5852,등장했다,1
5853,등장했던데,1
5854,디아스포라가,6
5855,디지털과,1
5856,디지털뉴스,1
5857,디지털시대의,1
5858,디지털타임스,2
5859,디테일에,1
5860,디테일하게,1
5861,디테일하게는,2
5862,딛고,1
5863,따뜻하게,1
5864,따뜻한,2
5865,따라가서,1
5866,따라갈,1
5867,따라면,1
5868,따로,5
5869,따른,18
5870,따를,1
5871,따릉이를,1
5872,따온,3
5873,따져,3
5874,따져보자는,1
5875,따져보자면,1
5876,따져봐야,4
5877,따져서,2
5878,따지겠다고,1
5879,따지고,1
5880,따지는,1
5881,따지듯이,1
5882,따지라,1
5883,따지면,1
5884,따질,2
5885,딴,2
5886,딸,7
5887,딸과,1
5888,딸들이,1
5889,딸만,3
5890,딸은,1
5891,딸의,1
5892,딸이,1
5893,때가,1
5894,때까지,12
5895,때까지는,1
5896,때냐,1
5897,때는,25
5898,때다,1
5899,때도,21
5900,때라고,2
5901,때로는,3
5902,때리기도,1
5903,때리면,2
5904,때마다,8
5905,때만,1
5906,때면,1
5907,때문이,1
5908,때문이거든요,1
5909,때문이고요,1
5910,때문이다,2
5911,때문이라고,3
5912,때문이에요,1
5913,때문인,2
5914,때문인데요,1
5915,때문입니다,3
5916,때부터,2
5917,때에,2
5918,때와,2
5919,때의,1
5920,때이지만,1
5921,때일수록,2
5922,때쯤,1
5923,땐,4
5924,땡,1
5925,떠나,18
5926,떠나서,5
5927,떠나시자마자,1
5928,떠나자마자,2
5929,떠날,1
5930,떠났다,1
5931,떠넘겨,1
5932,떠넘겼다,1
5933,떠오르기도,1
5934,떠올리게,1
5935,떨어뜨리는,2
5936,떨어져서,1
5937,떨어졌어요,1
5938,떨어졌었거든요,1
5939,떨어지고,1
5940,떨어지고요,1
5941,떨어지는,1
5942,떨어지지,1
5943,떨어진,1
5944,떨어진다,1
5945,떨어진다고,1
5946,떨어질,2
5947,떨어집니다,1
5948,떨었다,1
5949,떳떳하다,1
5950,떼었는데,1
5951,떼었다,1
5952,떼우고,1
5953,또는,39
5954,또다른,1
5955,또다시,11
5956,똑,1
5957,똑같다,1
5958,똑같다는,1
5959,똑같습니다,1
5960,똑같아야,1
5961,똑같아졌습니다,1
5962,똑같았거든요,1
5963,똑같은,9
5964,똑같이,3
5965,똑부러지게,1
5966,똘똘,1
5967,뚜렷하게,1
5968,뚜렷하지,1
5969,뚝심,2
5970,뚫고,1
5971,뚫어,1
5972,뛰는,1
5973,뛰어나가겠다며,1
5974,뛰어나다,1
5975,뛰어넘는,1
5976,뛰어넘지,1
5977,뛰었다,2
5978,뛴,1
5979,뜨거운,1
5980,뜨거워지고,1
5981,뜨거웠던,1
5982,뜨겁게,1
5983,뜻,4
5984,뜻과,1
5985,뜻도,3
5986,뜻으로,2
5987,뜻은,2
5988,뜻을,27
5989,뜻이,2
5990,뜻이거든요,1
5991,뜻이고,1
5992,뜻이다,3
5993,뜻이라고,1
5994,뜻인,1
5995,뜻인데요,1
5996,뜻하는,1
5997,띄는,2
5998,띄우게,1
5999,띄우는,1
6000,띄우다,1
6001,띄우려는,1
6002,띄우며,1
6003,띄운,1
6004,띄운다,1
6005,띠고,4
6006,띠며,1
6007,라,1
6008,라고도,1
6009,라디오,26
6010,라디오에,5
6011,라디오에서,5
6012,라며,67
6013,라면서,2
6014,라면서도,1
6015,라면으로,1
6016,라운드,1
6017,라이브,2
6018,라인,3
6019,라인을,3
6020,라인이,2
6021,란,7
6022,러,2
6023,러블리,1
6024,러시아,5
6025,러시아가,1
6026,러시아는,1
6027,러시아에,1
6028,러시아와,1
6029,러시아의,4
6030,레드,3
6031,레미콘,1
6032,레미콘공장,1
6033,레이건,2
6034,레임덕도,2
6035,렌터카를,1
6036,로널드,2
6037,로라도,1
6038,로버트,2
6039,로봇,1
6040,로봇도,1
6041,로봇의,1
6042,로비,1
6043,로서,1
6044,로이,1
6045,로이드,3
6046,로켓,2
6047,로켓에서,1
6048,로켓은,3
6049,로켓탄,1
6050,로텐더홀에서,1
6051,롱,5
6052,루나,1
6053,루머가,1
6054,룰,8
6055,룰과,1
6056,룰대로,1
6057,룰로,2
6058,룰에,3
6059,룰을,21
6060,룰의,1
6061,룰이,2
6062,룰이다,1
6063,룰이라든가,1
6064,류미나,1
6065,류영석,2
6066,류의,1
6067,르네상스,1
6068,리가,1
6069,리더십,2
6070,리더십과,2
6071,리더십도,1
6072,리더십에서,1
6073,리더십으로,2
6074,리더십은,2
6075,리더십을,6
6076,리더십의,2
6077,리더십이,3
6078,리선권과,1
6079,리선권은,1
6080,리스크,3
6081,리스트,1
6082,리스트고,1
6083,리스트다,1
6084,리스트로,1
6085,리스트를,4
6086,리스트에는,1
6087,리얼타임,3
6088,리포트,9
6089,린트너,1
6090,링크를,3
6091,마,2
6092,마감할,1
6093,마구잡이로,1
6094,마냥,1
6095,마느냐,4
6096,마다,1
6097,마다하지,1
6098,마당에,1
6099,마드리드에서,1
6100,마디,1
6101,마디로,1
6102,마디면,1
6103,마디한,1
6104,마땅치,1
6105,마땅하다고,1
6106,마땅하지,3
6107,마라,8
6108,마련,2
6109,마련과,1
6110,마련도,1
6111,마련되길,1
6112,마련된,4
6113,마련될,1
6114,마련에,5
6115,마련을,2
6116,마련의,1
6117,마련이라며,1
6118,마련하게,2
6119,마련하겠다,1
6120,마련하고,1
6121,마련하기로,2
6122,마련하는,4
6123,마련하라고,2
6124,마련하라는,1
6125,마련하려고,1
6126,마련하였다는데,1
6127,마련한다,2
6128,마련할,2
6129,마련할지,1
6130,마련해,1
6131,마련해달라,1
6132,마련해야,1
6133,마리나,1
6134,마무리,2
6135,마무리돼서,1
6136,마무리됐다,1
6137,마무리됐습니다,1
6138,마무리되지,1
6139,마무리된,1
6140,마무리될지,1
6141,마무리를,1
6142,마무리한,1
6143,마무리했다,1
6144,마무리했으며,1
6145,마상혁,1
6146,마스크,2
6147,마스크를,1
6148,마시고,1
6149,마시고요,1
6150,마시라,2
6151,마을,1
6152,마을을,1
6153,마음도,1
6154,마음에,5
6155,마음에서,1
6156,마음은,2
6157,마음의,1
6158,마음이,2
6159,마음이겠죠,1
6160,마이너스,1
6161,마인드에서,1
6162,마주,1
6163,마주한,1
6164,마지막까지,2
6165,마지막에,1
6166,마지막으로,4
6167,마지막쯤에,1
6168,마찬가지,1
6169,마찬가지고,2
6170,마찬가지라는,1
6171,마찬가지로,3
6172,마찬가지인,1
6173,마찰을,1
6174,마쳐,2
6175,마쳐지면,1
6176,마쳤다,1
6177,마치고,13
6178,마치자마자,1
6179,마치지,1
6180,마친,15
6181,마친다,1
6182,마칠,1
6183,마케팅,1
6184,마크롱,1
6185,마트,1
6186,마트에,1
6187,마포구,1
6188,마포대교,1
6189,막,6
6190,막강한,4
6191,막겠다,2
6192,막겠다는,2
6193,막고,3
6194,막고자,1
6195,막기,3
6196,막는,2
6197,막는가,1
6198,막대한,2
6199,막말,1
6200,막말이라든지,1
6201,막상,2
6202,막아버렸다,1
6203,막아야,3
6204,막으려는,3
6205,막으면,1
6206,막을,2
6207,막지,1
6208,막판에,1
6209,막히는,1
6210,막힌,1
6211,만건이,1
6212,만나,39
6213,만나고요,1
6214,만나기도,1
6215,만나는,4
6216,만나는지도,1
6217,만나니,3
6218,만나다,1
6219,만나러,3
6220,만나면서,1
6221,만나보니까,1
6222,만나뵙고,1
6223,만나서,4
6224,만나야,2
6225,만난,14
6226,만날,3
6227,만남은,1
6228,만남을,1
6229,만남의,1
6230,만났는데,1
6231,만났다,6
6232,만났다가,1
6233,만났을,1
6234,만든,3
6235,만든다,1
6236,만들,7
